experiment_type,parameter,z,published_tuples,suppressed_tuples,publication_ratio,ncp,bandwidth_savings,publication_ratio_relative_to_gw
Local Prefiltering,Local z=5,10,193051,1661142,10.41159145784716,0.11,86.88092339902049,79.36222780397364
Local Prefiltering,Local z=5,11,189182,1665011,10.20292925278005,0.11,86.88092339902049,77.77170271281341
Local Prefiltering,Local z=5,12,185468,1668725,10.00262647955202,0.11,86.88092339902049,76.24489728800879
Local Prefiltering,Local z=5,13,181908,1672285,9.810629206344755,0.11,86.88092339902049,74.7814004349381
Local Prefiltering,Local z=5,14,178493,1675700,9.626452046793403,0.11,86.88092339902049,73.37751230200655
Local Prefiltering,Local z=5,15,175172,1679021,9.447344478163815,0.11,86.88092339902049,72.01226706351001
Local Prefiltering,Local z=5,16,171949,1682244,9.27352222772926,0.11,86.88092339902049,70.68730909793507
Local Prefiltering,Local z=5,17,168805,1685388,9.10396059094172,0.11,86.88092339902049,69.3948276074704
Local Prefiltering,Local z=5,18,165745,1688448,8.938929226892778,0.11,86.88092339902049,68.13687806522427
Local Prefiltering,Local z=5,19,162762,1691431,8.778050612854218,0.11,86.88092339902049,66.9105828088451
Local Prefiltering,Local z=5,20,159861,1694332,8.621594407917623,0.11,86.88092339902049,65.71799731144118
Local Prefiltering,Local z=5,21,157046,1697147,8.46977633935626,0.11,86.88092339902049,64.56076595149905
Local Prefiltering,Local z=5,22,154284,1699909,8.320816657165677,0.11,86.88092339902049,63.425322606504345
Local Prefiltering,Local z=5,23,151595,1702598,8.175793997712212,0.11,86.88092339902049,62.31988916889001
Local Prefiltering,Local z=5,24,148971,1705222,8.034276906449328,0.11,86.88092339902049,61.241176881682854
Local Prefiltering,Local z=5,25,146407,1707786,7.895995724285444,0.11,86.88092339902049,60.187130271774656
Local Prefiltering,Local z=5,26,143902,1710291,7.760896519402241,0.11,86.88092339902049,59.157338244543745
Local Prefiltering,Local z=5,27,141457,1712736,7.629033223618037,0.11,86.88092339902049,58.15221189461178
Local Prefiltering,Local z=5,28,139066,1715127,7.5000822460229335,0.11,86.88092339902049,57.16928465424886
Local Prefiltering,Local z=5,29,136726,1717467,7.373881791161978,0.11,86.88092339902049,56.20732323959005
Local Prefiltering,Local z=5,30,134442,1719751,7.250701518126753,0.11,86.88092339902049,55.26838312374359
Local Prefiltering,Local z=5,31,132207,1721986,7.130163904189047,0.11,86.88092339902049,54.34958664435793
Local Prefiltering,Local z=5,32,130020,1724173,7.012215017530537,0.11,86.88092339902049,53.450522706811434
Local Prefiltering,Local z=5,33,127885,1726308,6.897070585424495,0.11,86.88092339902049,52.57283568959067
Local Prefiltering,Local z=5,34,125802,1728391,6.784730607870918,0.11,86.88092339902049,51.716525592695675
Local Prefiltering,Local z=5,35,123764,1730429,6.67481756214159,0.11,86.88092339902049,50.87871475377488
Local Prefiltering,Local z=5,36,121768,1732425,6.56716965278156,0.11,86.88092339902049,50.05816988896334
Local Prefiltering,Local z=5,37,119816,1734377,6.461894743427464,0.11,86.88092339902049,49.25571318750437
Local Prefiltering,Local z=5,38,117904,1736289,6.358777106806033,0.11,86.88092339902049,48.46970027091135
Local Prefiltering,Local z=5,39,116028,1738165,6.257601015644003,0.11,86.88092339902049,47.69848676069771
Local Prefiltering,Local z=5,40,114173,1740020,6.157557492666621,0.11,86.88092339902049,46.935906237538696
Local Prefiltering,Local z=5,41,112350,1741843,6.059239787875372,0.11,86.88092339902049,46.18648074227245
Local Prefiltering,Local z=5,42,110562,1743631,5.962809696725206,0.11,86.88092339902049,45.45144355876392
Local Prefiltering,Local z=5,43,108814,1745379,5.868536878307705,0.11,86.88092339902049,44.73285016012136
Local Prefiltering,Local z=5,44,107112,1747081,5.776744923532771,0.11,86.88092339902049,44.033167114074644
Local Prefiltering,Local z=5,45,105451,1748742,5.68716417330882,0.11,86.88092339902049,43.350338947515546
Local Prefiltering,Local z=5,46,103820,1750373,5.599201377634367,0.11,86.88092339902049,42.679843619605926
Local Prefiltering,Local z=5,47,102224,1751969,5.513126195600997,0.11,86.88092339902049,42.02373660345401
Local Prefiltering,Local z=5,48,100652,1753541,5.4283453772072265,0.11,86.88092339902049,41.377495858221685
Local Prefiltering,Local z=5,49,99115,1755078,5.345452172454539,0.11,86.88092339902049,40.74564342474707
Local Prefiltering,Local z=5,50,97600,1756593,5.263745467704818,0.11,86.88092339902049,40.122835072948746
Local Prefiltering,Local z=10,1,17068,1837125,0.9205082750285434,0.11,99.07949172497146,100.0
Local Prefiltering,Local z=10,2,15487,1838706,0.8352420702699234,0.11,99.07949172497146,90.73705179282868
Local Prefiltering,Local z=10,3,14274,1839919,0.7698227746518297,0.11,99.07949172497146,83.6301851417858
Local Prefiltering,Local z=10,4,13285,1840908,0.7164842063366651,0.11,99.07949172497146,77.83571595969066
Local Prefiltering,Local z=10,5,12431,1841762,0.6704264334942479,0.11,99.07949172497146,72.83220060932739
Local Prefiltering,Local z=10,6,11686,1842507,0.6302472288483453,0.11,99.07949172497146,68.46730724162174
Local Prefiltering,Local z=10,7,11008,1843185,0.5936814560296582,0.11,99.07949172497146,64.494961331146
Local Prefiltering,Local z=10,8,10401,1843792,0.560944842311453,0.11,99.07949172497146,60.93859854698852
Local Prefiltering,Local z=10,9,9834,1844359,0.5303655013259138,0.11,99.07949172497146,57.61659245371455
Local Prefiltering,Local z=10,10,9299,1844894,0.5015119785265072,0.11,99.07949172497146,54.482071713147405
Local Prefiltering,Local z=10,11,8805,1845388,0.47486966027808325,0.11,99.07949172497146,51.58776658073588
Local Prefiltering,Local z=10,12,8335,1845858,0.4495217056692588,0.11,99.07949172497146,48.834075462854464
Local Prefiltering,Local z=10,13,7886,1846307,0.42530631924508394,0.11,99.07949172497146,46.2034216076869
Local Prefiltering,Local z=10,14,7460,1846733,0.402331364642192,0.11,99.07949172497146,43.70752284977736
Local Prefiltering,Local z=10,15,7057,1847136,0.380596841860583,0.11,99.07949172497146,41.34637918912585
Local Prefiltering,Local z=10,16,6671,1847522,0.359779159990357,0.11,99.07949172497146,39.084837122099835
Local Prefiltering,Local z=10,17,6294,1847899,0.3394468644849808,0.11,99.07949172497146,36.876025310522614
Local Prefiltering,Local z=10,18,5941,1848252,0.32040893261920417,0.11,99.07949172497146,34.80782751347551
Local Prefiltering,Local z=10,19,5608,1848585,0.3024496371197605,0.11,99.07949172497146,32.85680806187017
Local Prefiltering,Local z=10,20,5294,1848899,0.28551504616833306,0.11,99.07949172497146,31.0171080384345
Local Prefiltering,Local z=10,21,4990,1849203,0.26911977340007215,0.11,99.07949172497146,29.235997187719708
Local Prefiltering,Local z=10,22,4697,1849496,0.25331775063329437,0.11,99.07949172497146,27.519334426997894
Local Prefiltering,Local z=10,23,4419,1849774,0.2383247051412663,0.11,99.07949172497146,25.89055542535739
Local Prefiltering,Local z=10,24,4150,1850043,0.22381704601408806,0.11,99.07949172497146,24.31450667916569
Local Prefiltering,Local z=10,25,3892,1850301,0.20990263688839295,0.11,99.07949172497146,22.80290602296696
Local Prefiltering,Local z=10,26,3643,1850550,0.19647361412754769,0.11,99.07949172497146,21.344035622217014
Local Prefiltering,Local z=10,27,3407,1850786,0.1837457050048188,0.11,99.07949172497146,19.96133114600422
Local Prefiltering,Local z=10,28,3182,1851011,0.17161104588357307,0.11,99.07949172497146,18.64307475978439
Local Prefiltering,Local z=10,29,2971,1851222,0.1602314322187604,0.11,99.07949172497146,17.406843215373797
Local Prefiltering,Local z=10,30,2780,1851413,0.14993045492028068,0.11,99.07949172497146,16.28779001640497
Local Prefiltering,Local z=10,31,2599,1851594,0.14016879580496744,0.11,99.07949172497146,15.22732599015702
Local Prefiltering,Local z=10,32,2429,1851764,0.13100038669113734,0.11,99.07949172497146,14.231310053902039
Local Prefiltering,Local z=10,33,2263,1851930,0.1220477048505738,0.11,99.07949172497146,13.258729786735412
Local Prefiltering,Local z=10,34,2103,1852090,0.11341861391991018,0.11,99.07949172497146,12.321303023201311
Local Prefiltering,Local z=10,35,1947,1852246,0.10500525026251313,0.11,99.07949172497146,11.407311928755567
Local Prefiltering,Local z=10,36,1799,1852394,0.09702334115164926,0.11,99.07949172497146,10.540192172486524
Local Prefiltering,Local z=10,37,1655,1852538,0.08925715931405198,0.11,99.07949172497146,9.696508085305835
Local Prefiltering,Local z=10,38,1517,1852676,0.0818145683863546,0.11,99.07949172497146,8.887977501757675
Local Prefiltering,Local z=10,39,1385,1852808,0.0746955683685571,0.11,99.07949172497146,8.114600421842045
Local Prefiltering,Local z=10,40,1261,1852932,0.06800802289729278,0.11,99.07949172497146,7.3880946801031175
Local Prefiltering,Local z=10,41,1145,1853048,0.06175193197256165,0.11,99.07949172497146,6.708460276540896
Local Prefiltering,Local z=10,42,1034,1853159,0.055765500139413754,0.11,99.07949172497146,6.058120459339114
Local Prefiltering,Local z=10,43,926,1853267,0.049940863761215794,0.11,99.07949172497146,5.425357393953598
Local Prefiltering,Local z=10,44,829,1853364,0.04470947738450096,0.11,99.07949172497146,4.85704241856105
Local Prefiltering,Local z=10,45,741,1853452,0.03996347737263597,0.11,99.07949172497146,4.341457698617295
Local Prefiltering,Local z=10,46,657,1853536,0.035433204634037554,0.11,99.07949172497146,3.849308647761893
Local Prefiltering,Local z=10,47,578,1853615,0.031172590987022387,0.11,99.07949172497146,3.386454183266932
Local Prefiltering,Local z=10,48,510,1853683,0.027505227341490343,0.11,99.07949172497146,2.9880478087649402
Local Prefiltering,Local z=10,49,447,1853746,0.024107522787541535,0.11,99.07949172497146,2.618936020623389
Local Prefiltering,Local z=10,50,391,1853802,0.02108734096180926,0.11,99.07949172497146,2.2908366533864544
